time;value
21,86;0,00
21,86;0,00
21,88;0,00
21,89;0,00
21,91;0,00
21,93;0,00
21,94;0,00
21,96;0,00
21,98;0,00
22,00;0,00
22,01;0,00
22,03;0,00
22,05;0,00
22,06;0,00
22,08;0,00
22,10;0,00
22,11;0,00
22,13;0,00
22,15;0,00
22,16;0,00
22,18;0,00
22,20;0,00
22,21;0,00
22,23;0,00
22,25;0,00
22,26;0,00
22,28;0,00
22,30;0,00
22,32;0,00
22,33;0,00
22,35;0,00
22,37;0,00
22,38;0,00
22,40;0,00
22,42;0,00
22,43;0,00
22,45;0,00
22,47;0,00
22,48;0,00
22,50;0,00
22,52;0,00
22,53;0,00
22,55;0,00
22,57;0,00
22,58;0,00
22,60;0,00
22,62;0,00
22,64;0,00
22,65;0,00
22,67;0,00
22,69;0,00
22,70;0,00
22,72;0,00
22,74;0,00
22,75;0,00
22,77;0,00
22,79;0,00
22,80;0,00
22,82;0,00
22,84;0,00
22,85;0,00
22,87;0,00
22,89;0,00
22,90;0,00
22,92;0,00
22,94;0,00
22,96;0,00
22,97;0,00
22,99;0,00
23,01;0,00
23,02;0,00
23,04;0,00
23,06;0,00
23,07;0,00
23,09;0,00
23,11;0,00
23,12;0,00
23,14;0,00
23,16;0,00
23,17;0,00
23,19;0,00
23,21;0,00
23,22;0,00
23,24;0,00
23,26;0,00
23,28;0,00
23,29;0,00
23,31;0,00
23,33;0,00
23,34;0,00
23,36;0,00
23,38;0,00
23,39;0,00
23,41;0,00
23,43;0,00
23,44;0,00
23,46;0,00
23,48;0,00
23,49;0,00
23,51;0,00
23,53;0,00
23,54;0,00
23,56;0,00
23,58;0,00
23,60;0,00
23,61;0,00
23,63;0,00
23,65;0,00
23,66;0,00
23,68;0,00
23,70;0,00
23,71;0,00
23,73;0,00
23,75;0,00
23,76;0,00
23,78;0,00
23,80;0,00
23,81;0,00
23,83;0,00
23,85;0,00
23,87;0,00
23,88;0,00
23,90;0,00
23,92;0,00
23,93;0,00
23,95;0,00
23,97;0,00
23,98;0,00
24,00;0,00
24,02;0,00
24,03;0,00
24,05;0,00
24,07;0,00
24,08;0,00
24,10;0,00
24,12;0,00
24,13;0,00
24,15;0,00
24,17;0,00
24,19;0,00
24,20;0,00
24,22;0,00
24,24;0,00
24,25;0,00
24,27;0,00
24,29;0,00
24,30;0,00
24,32;0,00
24,34;0,00
24,35;0,00
24,37;0,00
24,39;0,00
24,40;0,00
24,42;0,00
24,44;0,00
24,45;0,00
24,47;0,00
24,49;0,00
24,51;0,00
24,52;0,00
24,54;0,00
24,56;0,00
24,57;0,00
24,59;0,00
24,61;0,00
24,62;0,00
24,64;0,00
24,66;0,00
24,67;0,00
24,69;0,00
24,71;0,00
24,72;0,00
24,74;0,00
24,76;0,00
24,78;0,00
24,79;0,00
24,81;0,00
24,83;0,00
24,84;0,00
24,86;0,00
24,88;0,00
24,89;0,00
24,91;0,00
24,93;0,00
24,94;0,00
24,96;0,00
24,98;0,00
24,99;0,00
25,01;0,00
25,03;0,00
25,04;0,00
25,06;0,00
25,08;0,00
25,10;0,00
25,11;0,00
25,13;0,00
25,15;0,00
25,16;0,00
25,18;0,00
25,20;0,00
25,21;0,00
25,23;0,00
25,25;0,00
25,26;0,00
25,28;0,00
25,30;0,00
25,31;0,00
25,33;0,00
25,35;0,00
25,36;0,00
25,38;0,00
25,40;0,00
25,42;0,00
25,43;0,00
25,45;0,00
25,47;0,00
25,48;0,00
25,50;0,00
25,52;0,00
25,53;0,00
25,55;0,00
25,57;0,00
25,58;0,00
25,60;0,00
25,62;0,00
25,63;0,00
25,65;0,00
25,67;0,00
25,68;0,00
25,70;0,00
25,72;0,00
25,74;0,00
25,75;0,00
25,77;0,00
25,79;0,00
25,80;0,00
25,82;0,00
25,84;0,00
25,85;0,00
25,87;0,00
25,89;0,00
25,90;0,00
25,92;0,00
25,94;0,00
25,95;0,00
25,97;0,00
25,99;0,00
26,01;0,00
26,02;0,00
26,04;0,00
26,06;0,00
26,07;0,00
26,09;0,00
26,11;0,00
26,12;0,00
26,14;0,00
26,16;0,00
26,17;0,00
26,19;0,00
26,21;0,00
26,23;0,00
26,25;0,00
26,26;0,00
26,28;0,00
26,30;0,00
26,31;0,00
26,33;0,00
26,35;0,00
26,37;0,00
26,38;0,00
26,40;0,00
26,42;0,00
26,43;0,00
26,45;0,00
26,47;0,00
26,48;0,00
26,50;0,00
26,52;0,00
26,53;0,00
26,55;0,00
26,57;0,00
26,58;0,00
26,60;0,00
26,62;0,00
26,63;0,00
26,65;0,00
26,67;0,00
