time;value
91,29;0,00
91,29;0,00
91,31;0,00
91,33;0,00
91,35;0,00
91,36;0,00
91,38;0,00
91,40;0,00
91,41;0,00
91,43;0,00
91,45;0,00
91,46;0,00
91,48;0,00
91,50;0,00
91,52;0,00
91,53;0,00
91,55;0,00
91,57;0,00
91,58;0,00
91,60;0,00
91,62;0,00
91,63;0,00
91,65;0,00
91,67;0,00
91,68;0,00
91,70;0,00
91,72;0,00
91,73;0,00
91,75;0,00
91,77;0,00
91,78;0,00
91,80;0,00
91,82;0,00
91,84;0,00
91,85;0,00
91,87;0,00
91,89;0,00
91,90;0,00
91,92;0,00
91,94;0,00
91,95;0,00
91,97;0,00
91,99;0,00
92,00;0,00
92,02;0,00
92,04;0,00
92,05;0,00
92,07;0,00
92,09;0,00
92,10;0,00
92,12;0,00
92,14;0,00
92,16;0,00
92,17;0,00
92,19;0,00
92,21;0,00
92,22;0,00
92,24;0,00
92,26;0,00
92,27;0,00
92,29;0,00
92,31;0,00
92,32;0,00
92,34;0,00
92,36;0,00
92,37;0,00
92,39;0,00
92,41;0,00
92,42;0,00
92,44;0,00
92,46;0,00
92,48;0,00
92,49;0,00
92,51;0,00
92,53;0,00
92,54;0,00
92,56;0,00
92,58;0,00
92,59;0,00
92,61;0,00
92,63;0,00
92,64;0,00
92,66;0,00
92,68;0,00
92,70;0,00
92,71;0,00
92,73;0,00
92,75;0,00
92,76;0,00
92,78;0,00
92,80;0,00
92,81;0,00
92,83;0,00
92,85;0,00
92,86;0,00
92,88;0,00
92,90;0,00
92,91;0,00
92,93;0,00
92,95;0,00
92,96;0,00
92,98;0,00
93,00;0,00
93,01;0,00
93,03;0,00
93,05;0,00
93,07;0,00
93,08;0,00
93,10;0,00
93,12;0,00
93,13;0,00
93,15;0,00
93,17;0,00
93,18;0,00
93,20;0,00
93,22;0,00
93,23;0,00
93,25;0,00
93,27;0,00
93,28;0,00
93,30;0,00
93,32;0,00
93,33;0,00
93,35;0,00
93,37;0,00
93,39;0,00
93,40;0,00
93,42;0,00
93,44;0,00
93,45;0,00
93,47;0,00
93,49;0,00
93,50;0,00
93,52;0,00
93,54;0,00
93,55;0,00
93,57;0,00
93,59;0,00
93,61;0,00
93,62;0,00
93,64;0,00
93,66;0,00
93,67;0,00
93,69;0,00
93,71;0,00
93,72;0,00
93,74;0,00
93,76;0,00
93,77;0,00
93,79;0,00
93,81;0,00
93,82;0,00
93,84;0,00
93,86;0,00
93,87;0,00
93,89;0,00
93,91;0,00
93,93;0,00
93,94;0,00
93,96;0,00
93,98;0,00
93,99;0,00
94,01;0,00
94,03;0,00
94,04;0,00
94,06;0,00
94,08;0,00
94,09;0,00
94,11;0,00
94,13;0,00
94,14;0,00
94,16;0,00
94,18;0,00
94,20;0,00
94,21;0,00
94,23;0,00
94,25;0,00
94,26;0,00
94,28;0,00
94,30;0,00
94,31;0,00
94,33;0,00
94,35;0,00
94,36;0,00
94,38;0,00
94,40;0,00
94,41;0,00
94,43;0,00
94,45;0,00
94,46;0,00
94,48;0,00
94,50;0,00
94,52;0,00
94,53;0,00
94,55;0,00
94,57;0,00
94,58;0,00
94,60;0,00
94,62;0,00
94,63;0,00
94,65;0,00
94,67;0,00
94,68;0,00
94,70;0,00
94,72;0,00
94,73;0,00
94,75;0,00
94,77;0,00
94,78;0,00
94,80;0,00
94,82;0,00
94,84;0,00
94,85;0,00
94,87;0,00
94,89;0,00
94,90;0,00
94,92;0,00
94,94;0,00
94,95;0,00
94,97;0,00
94,99;0,00
95,00;0,00
95,02;0,00
95,04;0,00
95,05;0,00
95,07;0,00
95,09;0,00
95,10;0,00
95,12;0,00
95,14;0,00
95,16;0,00
95,17;0,00
95,19;0,00
95,21;0,00
95,22;0,00
95,24;0,00
95,26;0,00
95,27;0,00
95,29;0,00
95,31;0,00
95,32;0,00
95,34;0,00
95,36;0,00
95,37;0,00
95,39;0,00
95,41;0,00
95,43;0,00
95,44;0,00
95,46;0,00
95,48;0,00
95,49;0,00
95,51;0,00
95,53;0,00
95,54;0,00
95,56;0,00
95,58;0,00
95,59;0,00
95,61;0,00
95,63;0,00
95,64;0,00
95,66;0,00
95,68;0,00
95,69;0,00
95,71;0,00
95,73;0,00
95,75;0,00
95,76;0,00
95,78;0,00
95,80;0,00
95,81;0,00
95,83;0,00
95,85;0,00
95,86;0,00
95,88;0,00
95,90;0,00
95,91;0,00
95,93;0,00
95,95;0,00
95,96;0,00
95,98;0,00
96,00;0,00
96,01;0,00
96,03;0,00
96,05;0,00
96,06;0,00
96,08;0,00
96,10;0,00
96,12;0,00
96,13;0,00
96,15;0,00
96,17;0,00
96,18;0,00
96,20;0,00
96,22;0,00
96,23;0,00
96,25;0,00
96,27;0,00
96,28;0,00
96,30;0,00
96,32;0,00
96,33;0,00
96,35;0,00
96,37;0,00
96,39;0,00
96,40;0,00
96,42;0,00
96,44;0,00
96,45;0,00
96,47;0,00
96,49;0,00
96,50;0,00
96,52;0,00
96,54;0,00
96,55;0,00
96,57;0,00
96,59;0,00
96,60;0,00
96,62;0,00
96,64;0,00
96,65;0,00
96,67;0,00
96,69;0,00
96,71;0,00
96,72;0,00
96,74;0,00
96,76;0,00
96,77;0,00
96,79;0,00
96,81;0,00
96,82;0,00
96,84;0,00
96,86;0,00
96,87;0,00
96,89;0,00
96,91;0,00
96,92;0,00
96,94;0,00
96,96;0,00
96,98;0,00
96,99;0,00
97,01;0,00
97,03;0,00
97,04;0,00
97,06;0,00
97,08;0,00
97,09;0,00
97,11;0,00
97,13;0,00
97,14;0,00
97,16;0,00
97,18;0,00
97,19;0,00
97,21;0,00
97,23;0,00
97,24;0,00
97,26;0,00
97,28;0,00
97,29;0,00
97,31;0,00
97,33;0,00
97,35;0,00
97,36;0,00
97,38;0,00
97,40;0,00
97,41;0,00
97,43;0,00
97,45;0,00
97,46;0,00
97,48;0,00
97,50;0,00
97,51;0,00
97,53;0,00
97,55;0,00
97,56;0,00
97,58;0,00
97,60;0,00
97,62;0,00
97,63;0,00
97,65;0,00
97,67;0,00
97,68;0,00
97,70;0,00
97,72;0,00
97,73;0,00
97,75;0,00
97,77;0,00
97,78;0,00
97,80;0,00
97,82;0,00
97,83;0,00
97,85;0,00
97,87;0,00
97,88;0,00
97,91;0,00
97,92;0,00
97,94;0,00
97,96;0,00
97,98;0,00
97,99;0,00
98,01;0,00
98,03;0,00
98,04;0,00
98,06;0,00
98,08;0,00
98,09;0,00
98,11;0,00
98,13;0,00
98,14;0,00
98,16;0,00
98,18;0,00
98,20;0,00
98,21;0,00
98,23;0,00
98,25;0,00
98,26;0,00
98,28;0,00
98,30;0,00
98,31;0,00
98,33;0,00
98,35;0,00
98,36;0,00
98,38;0,00
98,40;0,00
98,41;0,00
98,43;0,00
98,45;0,00
98,47;0,00
98,48;0,00
98,50;0,00
98,52;0,00
98,53;0,00
98,55;0,00
98,57;0,00
98,58;0,00
98,60;0,00
98,62;0,00
98,63;0,00
98,65;0,00
98,67;0,00
98,68;0,00
98,70;0,00
98,72;0,00
98,74;0,00
98,75;0,00
98,77;0,00
98,79;0,00
98,80;0,00
98,82;0,00
98,84;0,00
98,85;0,00
98,87;0,00
98,89;0,00
98,90;0,00
98,92;0,00
98,94;0,00
98,95;0,00
98,97;0,00
98,99;0,00
99,00;0,00
99,02;0,00
99,04;0,00
99,05;0,00
99,07;0,00
99,09;0,00
99,12;8,00
99,14;8,00
99,16;8,00
99,18;8,00
99,19;8,00
99,21;8,00
99,23;8,00
99,25;8,00
99,26;8,00
99,28;8,00
99,31;80,00
99,33;80,00
99,34;80,00
99,36;80,00
99,38;80,00
99,39;80,00
99,41;80,00
99,43;80,00
