time;value
55,99;0,00
56,01;0,00
56,02;0,00
56,04;0,00
56,06;0,00
56,07;0,00
56,09;0,00
56,11;0,00
56,13;0,00
56,14;0,00
56,16;0,00
56,18;0,00
56,19;0,00
56,21;0,00
56,23;0,00
56,24;0,00
56,26;0,00
56,28;0,00
56,29;0,00
56,31;0,00
56,33;0,00
56,34;0,00
56,36;0,00
56,38;0,00
56,39;0,00
56,41;0,00
56,43;0,00
56,45;0,00
56,46;0,00
56,48;0,00
56,50;0,00
56,51;0,00
56,53;0,00
56,55;0,00
56,56;0,00
56,58;0,00
56,60;0,00
56,61;0,00
56,63;0,00
56,65;0,00
56,66;0,00
56,68;0,00
56,70;0,00
56,71;0,00
56,73;0,00
56,75;0,00
56,77;0,00
56,78;0,00
56,80;0,00
56,82;0,00
56,83;0,00
56,85;0,00
56,87;0,00
56,88;0,00
56,90;0,00
56,92;0,00
56,93;0,00
56,95;0,00
56,97;0,00
56,98;0,00
57,00;0,00
57,02;0,00
57,04;0,00
57,05;0,00
57,07;0,00
57,09;0,00
57,10;0,00
57,12;0,00
57,14;0,00
57,15;0,00
57,17;0,00
57,19;0,00
57,20;0,00
57,22;0,00
57,24;0,00
57,25;0,00
57,27;0,00
57,29;0,00
57,30;0,00
57,32;0,00
57,34;0,00
57,36;24,00
57,38;73,00
57,41;133,00
57,42;169,00
57,44;194,00
57,46;218,00
57,47;230,00
57,49;242,00
57,51;242,00
57,52;242,00
57,54;242,00
57,56;242,00
57,57;242,00
57,59;242,00
57,61;242,00
57,63;242,00
57,64;218,00
57,66;157,00
57,68;109,00
57,70;85,00
57,72;73,00
57,74;61,00
57,76;48,00
57,77;36,00
57,79;12,00
57,81;0,00
57,82;-12,00
57,84;-12,00
57,86;-12,00
57,87;-12,00
57,89;-12,00
57,91;-12,00
57,92;-12,00
57,94;-12,00
57,96;-12,00
57,97;-12,00
57,99;-12,00
58,01;-12,00
58,02;-12,00
58,04;-12,00
58,06;-12,00
58,08;-12,00
58,09;-12,00
58,11;-12,00
58,13;-12,00
58,14;-12,00
58,16;-12,00
58,18;-12,00
58,19;-12,00
58,21;-12,00
58,23;-12,00
58,24;-12,00
58,26;-12,00
58,28;-12,00
58,29;-12,00
58,31;-12,00
58,33;-12,00
58,35;-12,00
58,36;-12,00
58,38;-12,00
58,40;-12,00
58,41;-12,00
58,43;-12,00
58,45;-12,00
58,46;-12,00
58,48;-12,00
58,50;-12,00
58,51;-12,00
58,53;-12,00
58,55;-12,00
58,56;-12,00
58,58;-12,00
58,60;-12,00
58,61;-12,00
58,63;-12,00
58,65;-12,00
58,67;-12,00
58,68;-12,00
58,70;-12,00
58,72;-12,00
58,73;-12,00
58,75;-12,00
58,77;-12,00
58,78;-12,00
58,80;-12,00
58,82;-12,00
58,83;-12,00
58,85;-12,00
58,87;-12,00
58,89;-12,00
58,90;-12,00
58,92;-12,00
58,94;-12,00
58,96;-12,00
58,97;-12,00
58,99;-12,00
59,01;-12,00
59,05;0,00
59,09;0,00
59,11;0,00
59,12;0,00
59,14;0,00
59,16;0,00
59,17;0,00
59,19;0,00
59,21;0,00
59,22;0,00
59,24;0,00
59,26;0,00
59,27;0,00
59,29;0,00
59,31;0,00
59,32;0,00
59,34;0,00
59,36;0,00
59,37;0,00
59,39;0,00
59,41;0,00
59,42;0,00
59,44;0,00
59,46;0,00
59,48;0,00
59,50;0,00
59,52;0,00
59,54;0,00
59,55;0,00
59,57;0,00
59,59;0,00
59,60;0,00
59,62;0,00
59,64;0,00
59,65;0,00
59,67;0,00
59,69;0,00
59,70;0,00
59,72;0,00
59,74;0,00
59,75;0,00
59,77;0,00
59,79;0,00
59,80;0,00
59,82;0,00
59,84;0,00
59,86;0,00
59,87;0,00
59,89;0,00
59,91;0,00
59,92;0,00
59,94;0,00
59,96;0,00
59,97;0,00
59,99;0,00
60,01;0,00
60,02;0,00
60,04;0,00
60,06;0,00
60,07;0,00
60,09;0,00
60,11;0,00
60,12;0,00
60,14;0,00
60,16;0,00
60,18;0,00
60,19;0,00
60,21;0,00
60,23;0,00
60,24;0,00
60,26;0,00
60,28;0,00
60,29;0,00
60,31;0,00
60,33;0,00
60,34;0,00
60,36;0,00
60,38;0,00
60,39;0,00
60,41;0,00
60,43;0,00
60,44;0,00
60,46;0,00
60,48;0,00
60,50;0,00
60,51;0,00
60,53;0,00
60,55;0,00
60,56;0,00
60,58;0,00
60,60;0,00
60,61;0,00
60,63;0,00
60,65;0,00
60,66;0,00
60,68;0,00
60,70;0,00
60,71;0,00
60,73;0,00
60,75;0,00
60,77;0,00
60,78;0,00
60,80;0,00
60,82;0,00
60,83;0,00
60,85;0,00
60,87;0,00
60,88;0,00
60,90;0,00
60,92;0,00
60,93;0,00
60,95;0,00
60,97;0,00
60,98;0,00
61,00;0,00
61,02;0,00
61,04;0,00
61,05;0,00
61,07;0,00
61,09;0,00
61,10;0,00
61,12;0,00
61,14;0,00
61,15;0,00
61,17;0,00
61,19;0,00
61,20;0,00
61,22;0,00
61,24;0,00
61,25;0,00
61,27;0,00
61,29;0,00
61,31;0,00
61,32;0,00
61,34;0,00
61,36;0,00
61,38;0,00
61,39;0,00
61,41;0,00
61,43;0,00
61,44;0,00
61,46;0,00
61,48;0,00
61,49;0,00
61,51;0,00
61,53;0,00
61,54;0,00
61,56;0,00
61,58;0,00
61,59;0,00
61,61;0,00
61,63;0,00
61,65;0,00
61,66;0,00
61,68;0,00
61,70;0,00
61,71;0,00
61,73;0,00
61,75;0,00
61,76;0,00
61,78;0,00
61,80;0,00
61,81;0,00
61,83;0,00
61,85;0,00
61,86;0,00
61,88;0,00
61,90;0,00
61,91;0,00
61,93;0,00
61,95;0,00
61,97;0,00
61,98;0,00
62,00;0,00
62,02;0,00
62,03;0,00
62,05;0,00
62,07;0,00
62,08;0,00
62,10;0,00
62,12;0,00
62,13;0,00
62,15;0,00
62,17;0,00
62,18;0,00
62,20;0,00
62,22;0,00
62,24;0,00
62,25;0,00
62,27;0,00
62,29;0,00
62,30;0,00
62,32;0,00
62,34;0,00
62,35;0,00
62,37;0,00
62,39;0,00
62,40;0,00
62,42;0,00
62,44;0,00
62,46;0,00
62,48;0,00
62,50;0,00
62,51;0,00
62,53;0,00
62,55;0,00
62,57;0,00
62,58;0,00
62,60;0,00
62,62;0,00
62,63;0,00
62,65;0,00
62,67;0,00
62,68;0,00
62,70;0,00
62,72;0,00
62,73;0,00
62,75;0,00
62,77;0,00
62,78;0,00
62,80;0,00
62,82;0,00
62,83;0,00
62,85;0,00
62,87;0,00
62,89;0,00
62,90;0,00
62,92;0,00
62,94;0,00
62,95;0,00
62,97;0,00
62,99;0,00
63,00;0,00
63,02;0,00
63,04;0,00
63,05;0,00
63,07;0,00
63,09;0,00
63,10;0,00
63,12;0,00
63,14;0,00
63,15;0,00
63,17;0,00
63,19;0,00
63,21;0,00
63,22;0,00
63,24;0,00
63,26;0,00
63,27;0,00
63,29;0,00
63,31;0,00
63,32;0,00
63,34;0,00
63,36;0,00
63,37;0,00
63,39;0,00
63,41;0,00
63,43;0,00
63,44;0,00
63,46;0,00
63,48;0,00
63,49;0,00
63,51;0,00
63,53;0,00
63,54;0,00
63,56;0,00
63,58;0,00
63,59;0,00
63,61;0,00
63,63;0,00
63,64;0,00
63,66;0,00
63,68;0,00
63,69;0,00
63,71;0,00
63,73;0,00
63,74;0,00
63,76;0,00
63,78;0,00
63,80;0,00
63,81;0,00
63,83;0,00
63,85;0,00
63,86;0,00
63,88;0,00
63,90;0,00
63,91;0,00
63,93;0,00
63,95;0,00
63,96;0,00
63,98;0,00
64,00;0,00
64,01;0,00
64,03;0,00
64,05;0,00
64,06;0,00
64,08;0,00
64,10;0,00
64,12;0,00
64,13;0,00
64,15;0,00
64,17;0,00
64,18;0,00
64,20;0,00
64,22;0,00
64,23;0,00
64,25;0,00
64,27;0,00
64,28;0,00
64,30;0,00
64,32;0,00
64,34;0,00
64,35;0,00
64,37;0,00
64,39;0,00
64,40;0,00
64,42;0,00
64,44;0,00
64,45;0,00
64,47;0,00
64,49;0,00
64,50;0,00
64,52;0,00
64,54;0,00
64,55;0,00
64,57;0,00
64,59;0,00
64,60;0,00
64,62;0,00
64,64;0,00
64,65;0,00
64,67;0,00
64,69;0,00
64,71;0,00
64,72;0,00
64,74;0,00
64,76;0,00
64,77;0,00
64,79;0,00
64,81;0,00
64,82;0,00
64,84;0,00
64,86;0,00
64,87;0,00
64,89;0,00
64,91;0,00
64,92;0,00
64,94;0,00
64,96;0,00
64,97;0,00
64,99;0,00
65,01;0,00
65,03;0,00
65,04;0,00
65,06;0,00
65,08;0,00
65,09;0,00
65,11;0,00
65,13;0,00
65,14;0,00
65,17;0,00
65,18;0,00
65,20;0,00
65,22;0,00
65,23;0,00
65,25;0,00
65,27;0,00
65,28;0,00
65,30;0,00
65,32;0,00
65,34;0,00
65,35;0,00
65,37;0,00
65,39;0,00
65,40;0,00
65,42;0,00
65,44;0,00
65,45;0,00
65,47;0,00
65,49;0,00
65,51;0,00
65,53;0,00
65,54;0,00
65,56;0,00
65,58;0,00
65,60;0,00
65,61;0,00
65,63;0,00
65,65;0,00
65,66;0,00
65,68;0,00
65,70;0,00
65,71;0,00
65,73;0,00
65,75;0,00
65,76;0,00
65,78;0,00
65,80;0,00
65,81;0,00
65,83;0,00
65,85;0,00
65,86;0,00
65,88;0,00
65,90;0,00
65,91;0,00
65,93;0,00
65,95;0,00
65,97;0,00
65,98;0,00
66,00;0,00
66,02;0,00
66,03;0,00
66,05;0,00
66,07;0,00
66,08;0,00
66,10;0,00
66,12;0,00
66,13;0,00
66,15;0,00
66,17;0,00
66,18;0,00
66,20;0,00
66,22;0,00
66,23;0,00
66,25;0,00
66,27;0,00
66,29;0,00
66,30;0,00
66,32;0,00
66,34;0,00
66,35;0,00
66,37;0,00
66,39;0,00
66,40;0,00
66,42;0,00
66,44;0,00
66,45;0,00
66,47;0,00
66,49;0,00
66,50;0,00
66,52;0,00
66,54;0,00
66,55;0,00
66,57;0,00
66,59;0,00
66,61;0,00
66,62;0,00
66,64;0,00
66,66;0,00
66,67;0,00
66,69;0,00
66,71;0,00
66,72;0,00
66,74;0,00
66,76;0,00
66,77;0,00
66,79;0,00
66,81;0,00
66,82;0,00
66,84;0,00
66,86;0,00
66,88;0,00
66,89;0,00
66,91;0,00
66,93;0,00
66,94;0,00
66,96;0,00
66,98;0,00
66,99;0,00
67,01;0,00
67,03;0,00
67,04;0,00
67,06;0,00
67,08;0,00
67,09;0,00
67,11;0,00
67,13;0,00
67,14;0,00
67,16;0,00
67,18;0,00
67,20;0,00
67,21;0,00
67,23;0,00
67,25;0,00
67,26;0,00
67,28;0,00
67,30;0,00
67,31;0,00
67,33;0,00
67,35;0,00
67,36;0,00
67,38;0,00
67,40;0,00
67,41;0,00
67,43;0,00
67,45;0,00
67,46;0,00
67,48;0,00
67,50;0,00
67,52;0,00
67,53;0,00
67,55;0,00
67,57;0,00
67,58;0,00
67,60;0,00
67,62;0,00
67,63;0,00
67,65;0,00
67,67;0,00
67,68;0,00
67,70;0,00
67,72;0,00
67,73;0,00
67,75;0,00
67,77;0,00
67,78;0,00
67,80;0,00
67,82;0,00
67,84;0,00
67,85;0,00
67,87;0,00
67,89;0,00
67,90;0,00
67,92;0,00
67,94;12,00
67,96;61,00
67,97;109,00
67,99;157,00
68,01;206,00
68,02;230,00
68,04;230,00
68,06;230,00
68,07;230,00
68,09;230,00
68,11;230,00
68,13;230,00
68,14;230,00
68,16;230,00
68,18;230,00
68,19;230,00
68,21;230,00
68,23;218,00
68,25;169,00
68,26;169,00
68,28;133,00
68,30;121,00
68,31;97,00
68,33;97,00
68,35;97,00
68,36;97,00
68,38;97,00
68,40;97,00
68,41;97,00
68,43;97,00
68,45;97,00
68,46;97,00
68,48;97,00
68,50;97,00
68,52;97,00
68,53;97,00
68,55;97,00
68,57;97,00
68,58;97,00
68,60;97,00
68,62;97,00
68,63;97,00
68,65;97,00
68,67;97,00
68,68;97,00
68,70;97,00
68,72;97,00
68,73;97,00
68,75;97,00
68,77;97,00
68,78;97,00
68,80;97,00
68,82;97,00
68,84;97,00
68,85;97,00
68,87;97,00
68,89;97,00
68,90;97,00
68,92;97,00
68,94;97,00
68,95;97,00
68,97;97,00
68,99;97,00
69,00;97,00
69,02;97,00
69,04;97,00
69,05;97,00
69,07;97,00
69,09;97,00
69,11;97,00
69,14;0,00
69,15;0,00
69,17;0,00
69,19;0,00
69,20;0,00
69,22;0,00
69,24;0,00
69,25;0,00
69,27;0,00
69,29;0,00
69,30;0,00
69,32;0,00
69,34;0,00
69,35;0,00
69,37;0,00
69,39;0,00
69,40;0,00
69,42;0,00
