time;value
10,69;0,00
10,69;0,00
10,71;0,00
10,73;0,00
10,74;0,00
10,76;0,00
10,78;0,00
10,79;0,00
10,81;0,00
10,83;0,00
10,84;0,00
10,86;0,00
10,88;0,00
10,89;0,00
10,91;0,00
10,93;0,00
10,94;0,00
10,96;0,00
10,98;0,00
10,99;0,00
11,01;0,00
11,03;0,00
11,05;0,00
11,06;0,00
11,08;0,00
11,10;0,00
11,11;0,00
11,13;0,00
11,15;0,00
11,16;0,00
11,18;0,00
11,20;0,00
11,21;0,00
11,23;0,00
11,25;0,00
11,26;0,00
11,28;0,00
11,30;0,00
11,32;0,00
11,33;0,00
11,35;0,00
11,37;0,00
11,38;0,00
11,40;0,00
11,42;0,00
11,43;0,00
11,45;0,00
11,47;0,00
11,48;0,00
11,50;0,00
11,52;0,00
11,53;0,00
11,55;0,00
11,57;0,00
11,58;0,00
11,60;0,00
11,62;0,00
11,63;0,00
11,65;0,00
11,67;0,00
11,69;0,00
11,70;0,00
11,72;0,00
11,75;0,00
11,76;0,00
11,78;0,00
11,80;0,00
11,81;0,00
11,83;0,00
11,85;0,00
11,86;0,00
11,88;0,00
11,90;0,00
11,91;0,00
11,93;0,00
11,95;0,00
11,97;0,00
11,98;0,00
12,00;0,00
12,02;0,00
12,03;0,00
12,05;0,00
12,07;0,00
12,08;0,00
12,10;0,00
12,12;0,00
12,13;0,00
12,15;0,00
12,17;0,00
12,18;0,00
12,20;0,00
12,22;0,00
12,23;0,00
12,25;0,00
12,27;0,00
12,29;0,00
12,30;0,00
12,32;0,00
12,34;0,00
12,35;0,00
12,37;0,00
12,39;0,00
12,40;0,00
12,42;0,00
12,44;0,00
12,45;0,00
12,47;0,00
12,49;0,00
12,50;0,00
12,52;0,00
12,54;0,00
12,55;0,00
12,57;0,00
12,59;0,00
12,60;0,00
12,62;0,00
12,64;0,00
12,66;0,00
12,67;0,00
12,69;0,00
12,71;0,00
12,72;0,00
12,74;0,00
12,76;0,00
12,77;0,00
12,79;0,00
12,81;0,00
12,82;0,00
12,84;0,00
12,86;0,00
12,87;0,00
12,89;0,00
12,91;0,00
12,93;0,00
12,94;0,00
12,96;0,00
12,98;0,00
12,99;0,00
13,01;0,00
13,03;0,00
13,04;0,00
13,06;0,00
13,08;0,00
13,09;0,00
13,11;0,00
13,13;0,00
13,14;0,00
13,16;0,00
13,18;0,00
13,19;0,00
13,21;0,00
13,23;0,00
13,25;0,00
13,26;0,00
13,28;0,00
13,30;0,00
13,31;0,00
13,33;0,00
13,35;0,00
13,36;0,00
13,38;0,00
13,40;0,00
13,41;0,00
13,43;0,00
13,45;0,00
13,46;0,00
13,48;0,00
13,50;0,00
13,52;0,00
13,53;0,00
13,55;0,00
13,57;0,00
13,58;0,00
13,60;0,00
13,62;0,00
13,63;0,00
13,65;0,00
13,67;0,00
13,68;0,00
13,70;0,00
13,72;0,00
13,73;0,00
13,75;0,00
13,77;0,00
13,78;0,00
13,80;0,00
13,82;0,00
13,84;0,00
13,85;0,00
13,87;0,00
13,89;0,00
13,90;0,00
13,92;0,00
13,94;0,00
13,95;0,00
13,97;0,00
13,99;0,00
14,00;0,00
14,02;0,00
14,04;0,00
14,05;0,00
14,07;0,00
14,09;0,00
14,11;0,00
14,12;0,00
14,14;0,00
14,16;0,00
14,17;0,00
